,0,1,2,3,4,5,6,7,8,9
439,"This is the way you left me, I'm not pretending, No hope, no love, no glory, No happy ending This is the way that we love, Like its forever, Then live the rest of our life, But not together Wake up in the morning, Stumble on my life, Can't get no love without sacrifice, If anything should happen, I guess I wish you well, Mmm a little bit of heaven, But a little bit of hell This is the hardest story, That I have ever told, No hope, or love, or glory, Happy endings gone forever more I feel as if I?m wasting, And I waste every day This is the way you left me, I'm not pretending, No hope, no love, no glory, No happy ending This is the way that we love, Like its forever, Then live the rest of our life, Both not together Two o'clock in the morning, Someone's on my mind, Can't get no rest, Keep walking around, If I pretend that nothing ever went wrong, I can get to my sleep I can dream now and just carry on?? This is the hardest story, That I have ever told, No hope, or love, or glory, Happy endings gone forever more, I feel as if I'm wasting, And I waste every day, Oh I feel as if I'm wasting, And I waste every day This is the way you left me, I'm not pretending, No hope, no love, no glory, No happy ending This is the way that we love, Like its forever, Then live the rest of our life, Both not together A little bit of love Little bit of love (repeated) This is the way you left me, I'm not pretending, No hope, no love, no glory, No happy ending This is the way that we love, Like its forever, Then live the rest of our life, Both not together This is the way you left me, I'm not pretending, No hope, no love, no glory, No happy ending This is the way that we love, Like its forever, Then live the rest of our life, Both not together This is the way you left me, I'm not pretending, No hope, no love, no glory, No happy ending",,,,,,,,,
440,"A falling star fell from your heart and landed in my eyes I screamed aloud, as it tore through them, and now it's left me blind The stars, the moon, they have all been blown out You left me in the dark No dawn, no day, I'm always in this twilight In the shadow of your heart And in the dark, I can hear your heartbeat I tried to find the sound But then it stopped, and I was in the darkness, So darkness I became The stars, the moon, they have all been blown out You left me in the dark No dawn, no day, I'm always in this twilight In the shadow of your heart I took the stars from our eyes, and then I made a map And knew that somehow I could find my way back Then I heard your heart beating, you were in the darkness too So I stayed in the darkness with you The stars, the moon, they have all been blown out You left me in the dark No dawn, no day, I'm always in this twilight In the shadow of your heart The stars, the moon, they have all been blown out You left me in the dark No dawn, no day, I'm always in this twilight In the shadow of your heart",,,,,,,,,
441,"If I had to I would put myself right beside you So let me ask you, Would ya like that? Would ya like that? And I don't mind If you say This love is the last time So now I'll ask, Do ya like that? Do ya like that? No Something's getting in the way Something's just about to break I will try to find my place In the diary of Jane So, tell me How it should be? Try to find out What makes you tick As I lie down Sore and sick Do ya like that, Do ya like that? There's a fine line Between love and hate And I don't mind Just let me say, That I like that, I like that Something's getting in the way Something's just about to break I will try to find my place In the diary of Jane As I burn another page As I look the other way I still try to find my place In the diary of Jane So tell me How it should be? Desperate I will crawl Waiting for so long No love, there's no love Die for anyone What have I become? Something's getting in the way Something's just about to break I will try to find my place In the diary of Jane As I burn another page As I look the other way I still try to find my place In the diary of Jane",,,,,,,,,
442,,,,,,,,,,
443,"Recollect me darling, raise me to your lips Two undernourished egos, four rotating hips Hold on to me tightly, I'm a sliding scale Can't endure, then you can inhale clearly  Out of body experience interferes And dreams of flying, I fit nearly Surrounds me, though I get lonely slowly Moving up slowly, inertia keeps She's moving up slowly, slowly Moving up slowly, inertia creeps Moving up slowly, she comes Moving up slowly, she comes Moving up slowly, inertia creeps Moving up slowly, she comes Moving up slowly, she comes, moving up slowly In my home no chrome as clear as See me now with my nearest dearest Been there when I'm over careering Room shifting is endearing Between us is our kitchen Would you found my irritant's itching Been here before Been here forever Moving up slowly, inertia keeps Moving up slowly, inertia creeps Moving up slowly, inertia keeps Moving up slowly, she comes Moving up slowly, moving up slowly She comes, moving up slowly Inertia creeps, moving up slowly She comes There be no sound in my eidertown Awake I lie in a morning's blue Room is still my antenna in you Nylon burns the bedspread with two Gravity's zero see me stall I bounce off walls lose my footing and fall It can be sweet though incomplete though And the frames will freeze See me on all four's It's been a long time She comes, she comes I want to x you, she comes I want to x you, she comes I caught your radio waves I caught your radio waves Will you take a string Say you string me along Say you string me along Say inertia creeps Inertia creeps and she comes Say she comes, say she comes Say she comes, say she comes",,,,,,,,,
444,,,,,,,,,,
445,,,,,,,,,,
446,"It's coming through the air for all of us to hear Could it be the sounds of liberation or just the image of detention? We want the airwaves back, we want the airwaves back We don't just want airtime we want all the time all of the time We want the airwaves back, we want the airwaves back We want transmission for the people by the people What frequency are you getting Is it noise or sweet sweet music On what frequency will liberation be On what frequency will liberation be It's coming through the air for all of us to hear Could it be the sounds of liberation or just the image of detention Control my flower, business and news all ready to devour Who's in charge and what does he say Is he playing the alternative or does it sound the same old way We want the airwaves back",,,,,,,,,
447,,,,,,,,,,
448,"The lights go out and I can't be saved Tides that I tried to swim against Have brought me down upon my knees Oh I beg, I beg and plead, singing Come out of the things unsaid Shoot an apple off my head and a Trouble that can't be named A tiger's waiting to be tamed, singing You are, you are Confusion that never stops The closing walls and the ticking clocks gonna Come back and take you home I could not stop, that you now know, singing Come out upon my seas Cursed missed opportunities am I A part of the cure Or am I part of the disease, singing You are, you are You are, you are You are, you are And nothing else compares And nothing else compares And nothing else compares You are, you are Home, home, where I wanted to go Home, home, where I wanted to go Home, home, where I wanted to go (You are) Home, home, where I wanted to go (You are)",,,,,,,,,
